"","ID","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","DEFAULT","u","train","test","validate","data.group"
"14503",14503,240000,2,1,2,38,0,0,0,0,0,-1,138151,111189,75880,46407,12697,215281,6021,3004,4006,5000,215281,8000,0,0.586256969021633,0,1,0,2
"14504",14504,50000,2,2,2,23,0,0,0,2,0,0,16370,15373,12065,10199,9261,6816,1524,2588,0,284,1000,1000,1,0.542468757135794,0,1,0,2
"14505",14505,130000,2,1,2,27,0,0,0,0,0,0,91467,68747,66372,64854,66432,46919,3247,3372,2354,2432,2919,1926,0,0.757348930463195,0,0,1,3
"14506",14506,30000,2,2,1,49,2,0,0,0,2,2,23778,24507,25892,27366,26798,28321,1415,1800,2200,0,2500,0,0,0.651002219412476,0,1,0,2
"14507",14507,10000,1,2,1,35,0,0,0,0,0,0,9159,10004,9722,10044,9856,10285,1160,1139,1241,345,580,180,0,0.819020210765302,0,0,1,3
"14508",14508,180000,1,2,2,27,0,0,0,0,0,0,51826,6699,6529,104327,105867,106806,1500,2000,100000,4500,5041,2000,0,0.403896643314511,1,0,0,1
"14509",14509,230000,2,3,2,26,0,0,0,0,0,0,14361,15491,16190,11849,11826,6248,1369,1068,306,457,348,500,0,0.306030079955235,1,0,0,1
"14510",14510,30000,2,1,2,27,1,2,0,0,2,0,28686,27620,28164,30444,29887,29153,0,2000,3000,0,1000,1000,0,0.7749305551406,0,0,1,3
"14511",14511,50000,1,3,1,52,1,2,2,0,0,2,7839,8761,8472,8641,9298,9000,1200,0,310,797,0,333,0,0.605413704877719,0,1,0,2
"14512",14512,500000,1,1,2,30,-1,-1,-1,0,0,-1,1089,58665,168052,254571,59587,13398,58665,170119,156000,2000,13398,527143,0,0.790246376767755,0,0,1,3
"14513",14513,360000,1,2,2,30,-2,-1,2,2,-2,-2,0,1000,1000,0,0,0,1000,0,0,0,0,0,0,0.00575338094495237,1,0,0,1
"14514",14514,460000,2,1,1,43,-2,-2,-1,0,0,0,323408,261444,309622,297039,258056,188083,5229,580464,80017,31017,27,38700,0,0.780124884331599,0,0,1,3
"14515",14515,10000,2,2,2,32,0,0,0,0,0,0,8509,9228,9821,9495,9469,10191,1400,1300,350,500,1650,0,0,0.362710592336953,1,0,0,1
"14516",14516,270000,2,1,2,32,0,0,0,0,0,0,48114,42573,55350,92141,57961,45282,20091,30128,60183,2071,2045,2791,0,0.432178153656423,1,0,0,1
"14517",14517,80000,1,2,1,43,0,0,0,0,0,0,43749,46330,43134,38010,38510,38427,3356,3204,2017,3515,2506,2015,0,0.801317188655958,0,0,1,3
"14518",14518,100000,1,1,2,32,0,0,0,0,0,0,87580,84140,86400,87275,89082,91030,3300,3881,2500,2519,2700,3004,0,0.464961947407573,1,0,0,1
"14519",14519,20000,1,3,1,42,2,2,2,-2,-2,-2,13053,4078,0,0,0,0,16,0,0,0,0,0,1,0.845862545305863,0,0,1,3
"14520",14520,300000,1,2,1,38,-1,-1,-1,0,0,-1,374,1685,1485,990,495,495,2000,1485,0,0,495,495,1,0.109313209308311,1,0,0,1
"14521",14521,30000,2,2,2,44,-1,-1,0,0,0,-1,2436,11376,21354,28308,23346,10784,11378,11004,9003,3349,10785,8984,0,0.723926448728889,0,1,0,2
"14522",14522,160000,1,1,2,33,1,-1,2,0,0,-1,-77,1598,1097,772,447,797,2000,0,0,0,1000,0,1,0.457220894517377,1,0,0,1
"14523",14523,30000,2,2,2,25,0,0,0,0,0,2,7204,7453,7098,10148,22070,23182,1200,1114,4000,13000,2000,0,0,0.597490473417565,0,1,0,2
"14524",14524,160000,2,1,2,31,-1,-1,-1,-1,-1,-1,4203,9739,15628,3666,4098,4237,9739,17751,3666,4098,4237,3007,0,0.898673013085499,0,0,1,3
"14525",14525,380000,2,1,2,31,-2,-2,-2,-1,0,0,276,276,0,196050,202129,295891,276,0,202129,9500,98500,17000,0,0.772946846671402,0,0,1,3
"14526",14526,180000,1,2,2,43,0,0,0,0,0,0,164222,169073,171820,160018,164717,151235,7500,5900,6000,7000,7000,5000,0,0.571096049854532,0,1,0,2
"14527",14527,100000,1,1,1,45,0,0,0,0,0,0,99626,101446,21300,20091,19299,9346,4600,1429,600,600,1000,1000,0,0.176717180991545,1,0,0,1
"14528",14528,260000,1,1,1,38,-1,-1,2,2,-1,2,263,511,248,-15,3526,263,512,1,1,3805,1,527,0,0.741195705253631,0,1,0,2
"14529",14529,180000,2,3,2,25,0,0,0,0,0,0,120583,97341,87773,89547,91639,93991,3507,3201,3200,3500,4000,3704,0,0.250015997793525,1,0,0,1
"14530",14530,240000,1,3,1,38,0,0,0,0,0,0,230131,216824,219487,151295,228276,233079,8500,6900,6000,80000,8600,9000,0,0.507239921716973,0,1,0,2
"14531",14531,30000,1,2,3,44,0,0,0,0,0,0,6289,9331,12380,15158,15760,18985,3173,3222,3000,1000,3500,2000,1,0.180743707111105,1,0,0,1
"14532",14532,50000,1,2,2,26,0,0,0,0,0,0,20329,14244,30580,15365,15587,15940,1600,1600,1000,1000,1000,1000,0,0.3778923349455,1,0,0,1
"14533",14533,180000,2,2,1,43,-1,-1,-1,-1,-1,0,7823,9549,1968,1800,8198,511,9549,1968,1800,8198,0,844,0,0.637540658703074,0,1,0,2
"14534",14534,20000,1,2,2,24,-1,0,0,0,0,-1,610,13222,13488,11818,12428,5965,13002,3000,0,1000,5965,0,0,0.556386047741398,0,1,0,2
"14535",14535,130000,1,2,2,31,0,0,2,0,-1,-1,48628,52379,31247,40047,12450,2294,5207,0,9000,12450,2294,0,1,0.525029396405444,0,1,0,2
"14536",14536,240000,1,1,1,36,-1,-1,-2,-1,-1,-1,229,-167,-563,254,-142,344,0,0,1213,0,1032,0,0,0.477284330641851,1,0,0,1
"14537",14537,160000,2,5,1,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653178856009617,0,1,0,2
"14538",14538,60000,1,3,2,29,0,0,0,0,0,0,4511,5529,6544,7093,7973,9038,1096,1111,660,1000,1200,0,1,0.165934675838798,1,0,0,1
"14539",14539,100000,1,3,1,35,0,0,0,0,0,0,96521,98728,74239,75704,55704,56810,3938,2515,2516,4022,2032,2112,0,0.652065001428127,0,1,0,2
"14540",14540,320000,2,2,2,28,1,-2,-1,-1,0,-1,0,0,2428,990,495,854,0,2428,990,0,854,495,0,0.452966739889234,1,0,0,1
"14541",14541,110000,2,2,1,62,0,0,0,0,0,0,33536,30155,26054,22918,23216,14371,3000,2000,3000,6000,2340,111,0,0.877235151361674,0,0,1,3
"14542",14542,50000,2,1,2,31,2,2,3,2,0,0,48903,53997,52298,50778,48055,45704,6500,0,0,3130,2532,1700,1,0.140381484292448,1,0,0,1
"14543",14543,50000,1,2,1,38,2,0,0,2,2,2,27686,28436,31051,31542,32185,32900,1500,3100,1300,1300,1400,1300,1,0.959243944380432,0,0,1,3
"14544",14544,140000,1,2,2,39,0,0,0,0,0,0,139079,143816,134472,130129,133031,136919,7000,4800,4659,5000,6100,6000,0,0.0207788513507694,1,0,0,1
"14545",14545,80000,1,2,1,46,0,0,0,0,0,0,81283,80390,79080,77850,80330,80000,2892,3000,5390,4106,3000,0,1,0.0952443671412766,1,0,0,1
"14546",14546,50000,1,2,2,23,0,0,0,0,0,0,47385,48790,19306,19857,20361,20051,2472,1234,785,900,2800,1500,0,0.865763877052814,0,0,1,3
"14547",14547,140000,2,2,1,35,1,2,0,0,2,2,130215,126720,128116,136956,134665,142199,0,5000,11000,0,10000,0,1,0.668130749370903,0,1,0,2
"14548",14548,210000,2,2,1,52,0,0,-1,0,-1,-1,5723,3386,8964,2241,2241,2241,1237,4482,0,2241,2241,2241,0,0.917868615826592,0,0,1,3
"14549",14549,130000,1,2,1,35,0,0,0,0,-2,-2,8010,5932,4950,-2490,-37594,-21295,1500,1012,0,0,0,80000,0,0.271562962559983,1,0,0,1
"14550",14550,200000,2,1,2,31,-1,-1,-1,-1,-1,-1,4138,790,1230,390,390,390,790,1230,390,390,390,390,1,0.939616390038282,0,0,1,3
"14551",14551,110000,1,2,2,40,0,0,0,0,0,0,4202,5524,6144,7628,7111,7981,2000,2000,2000,1000,2000,0,0,0.920844995416701,0,0,1,3
"14552",14552,140000,2,2,2,27,2,2,0,0,0,2,107257,104122,104742,107626,114633,116904,0,3842,4626,8933,4300,0,0,0.166019241791219,1,0,0,1
"14553",14553,20000,1,2,2,43,-1,-1,-1,-1,-1,-1,390,390,390,390,540,930,390,390,390,540,780,0,0,0.757835753494874,0,0,1,3
"14554",14554,450000,1,2,2,30,0,0,0,0,0,0,610723,555086,497132,514249,462666,472480,20200,18000,25135,432130,17000,20000,1,0.621184893883765,0,1,0,2
"14555",14555,170000,1,2,1,36,0,0,0,0,0,0,87076,77902,54592,56128,57469,59669,3781,2104,3208,2998,3000,2208,0,0.883293278049678,0,0,1,3
"14556",14556,170000,2,2,1,36,0,0,0,0,0,0,158651,143801,138145,125499,124205,123940,5428,4707,4400,4450,4650,4500,0,0.406395312165841,1,0,0,1
"14557",14557,180000,1,2,2,29,0,0,0,0,0,0,175773,179866,173007,168743,172275,176861,6059,5653,6488,5138,6313,4754,0,0.108174343127757,1,0,0,1
"14558",14558,200000,1,1,1,39,0,0,0,0,2,2,303347,171592,176615,185049,188375,183069,6500,8051,13000,6500,0,6700,0,0.503689811564982,0,1,0,2
"14559",14559,80000,2,2,1,27,0,0,0,0,0,0,25424,24499,25181,5187,5524,5529,2000,2150,1000,2500,1000,1000,0,0.532796250190586,0,1,0,2
"14560",14560,150000,2,2,2,41,0,0,0,0,0,0,15938,16128,17051,15109,13895,14236,1317,2008,1004,505,573,1003,0,0.415549314115196,1,0,0,1
"14561",14561,160000,1,1,2,31,0,0,0,0,0,0,157303,161498,153226,78511,9808,8358,8055,5045,2280,305,2000,2000,1,0.946610866580158,0,0,1,3
"14562",14562,60000,1,3,2,38,0,-1,-1,-1,-1,-1,3059,291,1131,441,443,732,291,1131,441,443,580,0,0,0.865479874191806,0,0,1,3
"14563",14563,240000,2,2,1,39,4,3,2,2,2,2,47739,46712,45660,48905,47993,52015,0,0,4000,0,5000,2000,1,0.19340010592714,1,0,0,1
"14564",14564,20000,1,2,2,24,0,0,2,0,0,-1,12549,11552,6622,6232,390,930,2319,0,0,0,930,0,1,0.722338160034269,0,1,0,2
"14565",14565,500000,1,1,2,30,0,0,0,0,0,0,449733,425268,489942,437809,409337,406573,20120,120063,40000,12389,12000,10000,0,0.159821991808712,1,0,0,1
"14566",14566,280000,2,2,2,50,-1,-1,-1,-1,-1,-1,9173,11564,6781,5725,3989,2599,11574,7104,5857,3989,2599,27192,0,0.252150132786483,1,0,0,1
"14567",14567,200000,1,1,3,50,3,2,2,2,0,0,176077,179769,178358,177340,181281,191644,8000,3000,3400,6800,13600,5900,1,0.442987160524353,1,0,0,1
"14568",14568,290000,2,1,2,29,-1,-1,-1,-1,-1,-1,6649,15819,10986,8184,14936,19573,15837,11584,8184,14936,19573,6309,0,0.949681877158582,0,0,1,3
"14569",14569,80000,2,1,2,34,0,0,2,2,0,0,75517,77078,73783,68909,66308,60687,6000,2000,0,5065,6235,3000,1,0.251979803433642,1,0,0,1
"14570",14570,20000,2,3,1,61,2,2,2,2,0,0,2730,5461,6218,5970,8945,9896,2800,1000,0,3100,1100,0,1,0.204494283068925,1,0,0,1
"14571",14571,400000,2,1,2,41,-1,-1,-1,0,-1,-1,48938,27703,43775,10644,42195,12246,27703,43947,10183,42195,12246,13663,0,0.797641923185438,0,0,1,3
"14572",14572,30000,2,3,1,53,0,0,0,0,-1,0,30587,29462,28068,23362,29837,30357,1700,1288,982,32000,2000,1436,0,0.112891575088724,1,0,0,1
"14573",14573,130000,1,1,1,34,0,0,0,0,0,0,128846,130525,74745,68597,54774,53728,5170,2584,4000,2006,2000,2004,1,0.336464452091604,1,0,0,1
"14574",14574,60000,1,2,1,33,-1,0,0,0,0,0,4843,8790,12420,14731,21508,7695,5000,5000,4000,4000,3500,3000,0,0.0783609910868108,1,0,0,1
"14575",14575,20000,1,3,1,37,0,-1,-1,-1,-1,-1,1439,1251,390,390,370,-20,1251,400,390,370,0,800,0,0.417360475054011,1,0,0,1
"14576",14576,160000,1,2,1,43,1,-2,-2,-1,0,0,-3,-3,997,1798,800,0,0,1003,1804,202,0,50000,0,0.616693308344111,0,1,0,2
"14577",14577,110000,2,2,2,25,1,2,2,0,0,0,104871,107422,101930,102111,101521,100240,8000,0,4000,4000,3600,3500,0,0.0886900986079127,1,0,0,1
"14578",14578,230000,1,1,1,40,0,0,0,0,0,0,87162,88801,87972,57846,57798,52071,4293,3000,1928,2000,2500,2000,0,0.299912808230147,1,0,0,1
"14579",14579,20000,2,1,2,22,-1,-1,-2,-2,-2,-2,18356,0,0,0,0,0,0,0,0,0,0,0,0,0.63831144804135,0,1,0,2
"14580",14580,140000,2,2,1,34,0,0,0,0,0,0,15550,17780,18226,19915,20891,21542,2500,1500,2000,1300,1000,1500,0,0.275262793526053,1,0,0,1
"14581",14581,130000,2,3,1,48,0,0,0,0,0,0,46206,46396,43812,42132,44190,44636,3000,3000,3000,4000,4000,3000,0,0.749922564253211,0,1,0,2
"14582",14582,130000,2,1,2,47,2,2,2,2,2,2,18454,21121,20484,22145,21652,23138,2976,0,2000,0,2000,0,1,0.0315275688190013,1,0,0,1
"14583",14583,200000,1,2,1,30,0,0,0,0,0,0,113676,116355,117802,116296,60792,30808,6000,5000,6000,3000,1611,55000,0,0.0996262263506651,1,0,0,1
"14584",14584,60000,2,3,1,43,2,2,-2,-2,-2,-1,4703,0,0,0,0,992,0,0,0,0,992,14000,1,0.205677664140239,1,0,0,1
"14585",14585,20000,1,1,2,25,1,-1,-1,0,0,0,-431,569,1769,2582,3184,3974,1000,1769,1000,800,1000,4000,0,0.926412796601653,0,0,1,3
"14586",14586,110000,2,1,2,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.458902940386906,1,0,0,1
"14587",14587,320000,2,1,2,27,1,-1,2,2,-2,-2,0,638,500,0,0,0,638,0,0,0,0,0,1,0.17652052291669,1,0,0,1
"14588",14588,130000,1,3,3,40,2,0,0,0,0,0,88222,88288,84822,85970,86644,87576,3515,3107,5003,3203,3456,4000,0,0.0601945172529668,1,0,0,1
"14589",14589,280000,1,1,1,50,3,5,4,3,2,0,327918,321476,314931,176439,154010,134334,0,0,500,0,6267,2257,0,0.675720009952784,0,1,0,2
"14590",14590,290000,1,1,2,34,-1,-1,-2,-1,-1,-1,1597,-2002,-1001,3999,0,4483,0,0,5000,0,4483,1209,0,0.10135377664119,1,0,0,1
"14591",14591,30000,2,3,1,28,0,0,0,0,0,0,17897,18944,19698,17855,13784,6616,1342,1096,514,1021,151,1077,0,0.5689318892546,0,1,0,2
"14592",14592,80000,1,2,2,28,0,-1,-1,-1,-1,-2,54475,3075,0,6150,0,0,6150,0,6150,0,0,0,0,0.0895662268158048,1,0,0,1
"14593",14593,70000,2,1,2,24,0,0,0,0,0,0,10916,12386,9864,5201,6950,7256,2000,2063,2000,2000,421,2000,0,0.190944723086432,1,0,0,1
"14594",14594,80000,2,3,1,44,0,0,2,0,0,0,80808,81615,79075,79604,78567,79810,6926,0,3000,3000,3300,3200,0,0.674254203215241,0,1,0,2
"14595",14595,200000,2,1,1,33,-1,-1,0,0,-2,-2,1853,5928,8789,0,0,0,5928,3000,0,0,0,0,0,0.290409327484667,1,0,0,1
"14596",14596,50000,1,2,1,28,0,0,2,0,0,0,96393,100459,96051,18051,18767,19462,5800,300,18000,1000,1000,1000,0,0.756710179382935,0,0,1,3
"14597",14597,120000,1,2,2,28,0,0,2,0,0,0,59946,49595,35786,32651,29972,27425,4000,0,1210,1000,1035,2000,0,0.828689659480006,0,0,1,3
"14598",14598,80000,1,1,2,29,0,0,0,0,0,0,51630,54183,55685,58642,60533,61823,4000,3000,4500,3000,2300,6500,0,0.09233937272802,1,0,0,1
"14599",14599,200000,2,2,1,35,2,0,0,0,0,0,51609,53165,55285,57370,59454,63461,3000,3000,3000,3000,5000,0,1,0.473730784375221,1,0,0,1
"14600",14600,90000,2,2,1,34,-2,-2,-2,-2,-2,-2,1905,1924,11855,665,0,665,1924,11855,10655,0,665,0,0,0.718583056470379,0,1,0,2
"14601",14601,30000,2,2,1,38,1,2,2,0,0,0,29803,30766,29918,29071,29527,30480,1734,0,1148,1034,2667,0,0,0.43547469493933,1,0,0,1
"14602",14602,30000,2,3,1,29,-1,-1,-1,0,0,0,3489,14926,9937,8027,14709,7483,14969,9942,10,10022,384,0,0,0.123883716296405,1,0,0,1
"14603",14603,50000,2,3,2,23,0,0,0,0,0,0,47486,47963,33499,19227,19334,19735,1703,1304,680,696,717,677,0,0.823456152575091,0,0,1,3
"14604",14604,150000,1,2,2,31,0,0,0,0,0,0,148815,148090,133619,127043,112067,39901,5147,4900,4677,4707,1700,1000,0,0.826729628955945,0,0,1,3
"14605",14605,280000,2,2,1,42,-1,0,0,0,0,0,256675,253682,260274,153516,156830,152045,13000,11000,8000,5866,8000,5616,0,0.648287549149245,0,1,0,2
"14606",14606,10000,1,3,2,25,0,0,0,0,0,0,6892,7915,10086,18714,9781,9979,1294,2465,500,1000,500,0,0,0.358511202968657,1,0,0,1
"14607",14607,160000,2,2,1,35,0,0,0,0,0,0,96515,139439,141416,112497,119511,119763,50439,6000,5000,9000,4000,4000,0,0.406631191959605,1,0,0,1
"14608",14608,160000,2,2,1,30,0,0,-2,-2,-2,-2,51400,0,0,0,0,0,0,0,0,0,0,0,0,0.77588776149787,0,0,1,3
"14609",14609,390000,1,1,1,46,-1,-1,-1,-1,-1,-1,6346,94921,53796,6009,9096,3267,94921,53796,6009,9096,3267,2901,0,0.575565317645669,0,1,0,2
"14610",14610,50000,1,2,2,22,0,0,0,0,0,0,34033,34622,19993,18852,18020,18537,1342,1500,700,651,1000,1000,1,0.741379532730207,0,1,0,2
"14611",14611,50000,1,2,2,26,0,0,-1,-1,-1,-1,18838,385,11500,2756,7000,12025,0,11615,2756,7000,12025,1880,0,0.0914404469076544,1,0,0,1
"14612",14612,150000,1,2,2,28,0,0,0,0,0,0,95322,96903,94682,89207,46259,50504,3216,2338,2653,2001,5012,2058,0,0.5413165432401,0,1,0,2
"14613",14613,50000,1,3,2,23,0,0,0,0,0,0,47104,25555,16097,16337,16330,16708,2000,1500,800,700,650,700,0,0.602915269089863,0,1,0,2
"14614",14614,190000,2,1,2,39,0,0,0,0,0,0,83369,81617,83351,82989,83760,85707,3853,4000,3000,3200,3500,3500,0,0.221593676600605,1,0,0,1
"14615",14615,10000,1,3,2,29,2,2,6,6,6,6,142,142,142,142,142,142,0,0,0,0,0,0,1,0.985762339318171,0,0,1,3
"14616",14616,210000,2,1,2,37,1,-2,-1,0,0,0,-200,-200,199672,199272,199272,0,0,199872,0,0,0,0,0,0.948517624288797,0,0,1,3
"14617",14617,230000,1,1,2,32,-2,-2,-2,-2,-2,-2,1470,0,1470,735,419,316,0,1470,735,419,316,735,0,0.411553446901962,1,0,0,1
"14618",14618,150000,2,1,1,52,-1,-1,0,-1,0,0,5094,29137,25772,48635,25907,7513,29148,25000,48635,13907,1513,46798,0,0.873939146287739,0,0,1,3
"14619",14619,230000,2,1,1,34,-1,0,0,0,-1,0,4358,6020,9938,9865,6981,12157,3000,5000,5828,6981,6157,6342,0,0.288344292435795,1,0,0,1
"14620",14620,80000,2,1,2,28,1,2,0,0,0,2,4885,3482,4251,4047,3547,221,0,1000,500,1000,0,1000,0,0.813137654447928,0,0,1,3
"14621",14621,160000,2,5,2,31,-1,-1,-1,0,-1,-1,1790,0,31568,17638,1285,2705,0,31568,353,1285,2705,0,0,0.915412418544292,0,0,1,3
"14622",14622,500000,2,1,2,27,-1,-1,-1,-2,-2,-1,33299,60857,26324,26091,9558,4242,60957,27056,26096,9605,4242,930,0,0.678767829434946,0,1,0,2
"14623",14623,180000,2,1,2,34,0,0,0,0,0,0,43374,38842,37895,36002,31173,30832,2100,2000,5000,1500,1500,1500,0,0.797994682798162,0,0,1,3
"14624",14624,30000,2,2,2,23,1,2,2,2,2,2,28850,28102,30324,27446,29329,29720,0,2700,0,2300,1000,0,1,0.0655316198244691,1,0,0,1
"14625",14625,130000,2,1,1,47,0,0,0,0,0,0,113470,110794,65715,67523,68131,68140,4000,3000,5500,3000,3000,1700,0,0.921942241722718,0,0,1,3
"14626",14626,10000,2,3,1,46,0,0,-2,-2,-1,0,10400,0,0,0,1864,1720,0,0,0,1864,50,1500,0,0.01479223347269,1,0,0,1
"14627",14627,20000,2,2,1,45,-1,-1,-1,-1,-1,-1,650,264,264,264,654,654,264,264,264,1044,654,264,0,0.723209631163627,0,1,0,2
"14628",14628,30000,1,3,2,27,0,0,0,0,-1,-1,18556,20252,22419,22075,29466,28911,2000,3008,5066,29572,1911,1000,0,0.161794192856178,1,0,0,1
"14629",14629,30000,1,2,2,38,0,0,0,0,0,0,20996,25607,26813,25868,25418,27572,5000,2000,1089,3000,5000,0,1,0.658976241014898,0,1,0,2
"14630",14630,320000,2,1,1,39,0,0,0,0,0,0,206461,117168,128832,133329,53870,13185,5000,15000,5000,5000,3000,5000,0,0.647952539147809,0,1,0,2
"14631",14631,10000,1,2,2,23,3,2,2,2,2,2,10034,9239,10025,10227,9933,9884,0,1600,500,0,1000,0,1,0.754543033894151,0,0,1,3
"14632",14632,350000,2,0,2,53,-1,-1,-1,-1,-1,-1,5095,4815,61044,22611,1385,6043,4840,61349,22687,1389,6058,1153,0,0.424433838808909,1,0,0,1
"14633",14633,20000,1,3,2,35,0,0,0,0,0,0,17365,19001,20269,18654,18914,20200,2618,2276,791,686,1600,0,0,0.196028892416507,1,0,0,1
"14634",14634,50000,1,2,2,25,1,4,3,2,2,0,53086,51981,50805,51518,50713,51309,0,0,1800,108,2400,1926,0,0.0600612289272249,1,0,0,1
"14635",14635,310000,1,1,2,28,0,0,0,0,0,0,153620,147023,127390,129886,130676,127738,6603,4600,4507,4027,4025,4018,0,0.60608299006708,0,1,0,2
"14636",14636,80000,1,2,2,34,0,0,0,0,0,0,66122,92131,47655,43182,44332,45440,2600,4300,2000,2000,2000,2000,0,0.19686459377408,1,0,0,1
"14637",14637,170000,1,1,2,43,-1,-1,-1,-1,-1,-1,1866,5750,200,41467,1028,2643,5750,200,41467,1328,2643,126,0,0.670144385891035,0,1,0,2
"14638",14638,10000,2,3,3,52,2,0,0,2,0,0,9970,9625,9622,7773,5968,5380,2001,1801,0,700,1300,3200,1,0.853644827147946,0,0,1,3
"14639",14639,30000,1,3,2,41,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969021375058219,0,0,1,3
"14640",14640,170000,2,3,2,46,-1,-1,-1,-1,-1,-1,1986,1050,170,2785,3128,505,1050,170,2785,3128,505,190,0,0.0679884878918529,1,0,0,1
"14641",14641,230000,2,1,1,32,-2,-2,-2,-2,-2,-2,700,1428,600,0,0,0,1428,600,0,0,0,0,0,0.804314056178555,0,0,1,3
"14642",14642,50000,2,2,2,23,0,0,0,0,-1,2,16139,17261,14354,8713,1781,1615,1400,1000,500,1781,0,0,0,0.196114386431873,1,0,0,1
"14643",14643,300000,2,1,1,52,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949151617474854,0,0,1,3
"14644",14644,210000,1,2,1,37,1,-2,-2,-1,-1,-1,0,0,0,150,150,150,0,0,150,150,150,100,0,0.232638428453356,1,0,0,1
"14645",14645,20000,2,3,1,36,0,0,2,0,0,0,21309,22693,20899,20014,19331,17176,3150,0,800,850,660,650,0,0.523397821234539,0,1,0,2
"14646",14646,20000,2,2,1,32,0,0,0,-2,-2,-2,16434,17191,0,0,0,0,1500,0,0,0,0,8000,0,0.458822529762983,1,0,0,1
"14647",14647,20000,2,2,2,25,2,2,2,0,0,0,16923,20319,19543,19534,19320,12442,4000,0,391,386,249,0,0,0.200093815801665,1,0,0,1
"14648",14648,80000,1,1,2,29,0,0,0,0,0,0,31637,27137,25986,23496,23601,24650,1734,2000,2000,2000,2000,2000,0,0.0679477283265442,1,0,0,1
"14649",14649,30000,2,2,3,22,0,-1,0,0,0,0,7928,2318,22430,20457,13964,14872,2318,22000,1000,1000,1000,1000,0,0.207777987467125,1,0,0,1
"14650",14650,200000,1,1,2,33,2,2,2,2,2,2,156558,167453,170010,172226,175918,179441,15000,6800,6500,6600,6600,5200,1,0.833963034674525,0,0,1,3
"14651",14651,210000,1,1,2,31,2,-1,-1,0,-1,-1,1172,380,1552,776,776,1359,380,1552,0,776,1359,20302,0,0.0987003138288856,1,0,0,1
"14652",14652,330000,2,1,1,42,-1,-1,-1,-1,-1,-1,899,7445,0,3899,2707,8000,7448,0,3899,2707,8000,0,0,0.980574006680399,0,0,1,3
"14653",14653,30000,1,2,2,25,2,2,2,2,2,2,14420,15390,14846,16098,15700,16784,1500,0,1500,0,1500,0,1,0.036228192737326,1,0,0,1
"14654",14654,280000,1,1,1,39,-1,-1,-1,-2,-2,-1,17489,7542,2219,3008,849,1763,7614,2226,3008,1255,152446,0,0,0.643965484341606,0,1,0,2
"14655",14655,300000,1,1,1,37,-1,-1,-2,-2,-2,-2,1943,0,0,0,0,0,0,0,0,0,0,0,0,0.353029656689614,1,0,0,1
"14656",14656,10000,1,3,1,42,1,2,0,-1,0,0,6091,6837,7666,9270,7897,8763,1000,1000,9501,500,1000,1000,0,0.486150868004188,1,0,0,1
"14657",14657,50000,2,2,2,24,0,0,0,0,0,0,27788,19742,20672,16336,16921,17489,2000,1600,1000,1000,1000,500,0,0.315311700571328,1,0,0,1
"14658",14658,280000,1,2,1,49,-1,-1,-1,-1,-1,-1,390,390,390,390,390,150,390,390,390,390,150,780,0,0.991095884470269,0,0,1,3
"14659",14659,20000,1,2,1,51,0,0,0,0,0,0,14681,14777,15025,16504,17950,19558,1562,1200,2000,2000,2000,3000,0,0.921784291276708,0,0,1,3
"14660",14660,130000,1,2,2,32,-1,-1,-1,-1,-1,-1,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,0,0.405195599654689,1,0,0,1
"14661",14661,20000,1,2,2,25,0,0,0,0,0,0,18193,18804,19324,18692,16035,12262,1800,1200,559,532,424,620,0,0.0519541676621884,1,0,0,1
"14662",14662,120000,2,2,2,26,-1,-1,-1,-1,-1,-1,5820,216,3858,6849,2616,2805,216,3858,6849,2616,2805,3926,0,0.23883873783052,1,0,0,1
"14663",14663,400000,2,1,2,33,-1,-1,-1,-1,-1,-1,7768,31313,8744,11640,41432,20075,31330,8853,11816,41432,20974,44135,0,0.563148688757792,0,1,0,2
"14664",14664,300000,2,2,2,39,-1,-1,-1,-1,-1,-1,6293,5483,990,990,990,990,5490,990,990,990,990,990,0,0.555740327807143,0,1,0,2
"14665",14665,30000,2,2,2,23,0,0,0,0,0,0,12775,13864,14927,15378,15978,16560,1600,1600,1000,1000,1000,1000,0,0.334337170235813,1,0,0,1
"14666",14666,20000,1,2,1,47,0,0,0,0,0,0,14835,16605,19160,14506,12839,8495,3000,3000,5000,5000,3000,511,1,0.807342581450939,0,0,1,3
"14667",14667,320000,2,2,1,43,-1,-1,-1,-1,-1,-1,24685,27002,82271,5315,33059,908,30161,82271,5315,33059,908,6382,0,0.744492937810719,0,1,0,2
"14668",14668,80000,1,2,1,57,0,0,0,0,0,0,54211,55348,56477,57601,58807,60300,2007,2047,2060,2133,2469,2493,0,0.80344764678739,0,0,1,3
